"oblast_name","brand","date","size","sum_size"
"Вінницька область","BMW  X3","2017-01",7,62
"Вінницька область","BMW  X3","2017-02",1,62
"Вінницька область","BMW  X3","2017-03",6,62
"Вінницька область","BMW  X3","2017-04",4,62
"Вінницька область","BMW  X3","2017-05",3,62
"Вінницька область","BMW  X3","2017-06",2,62
"Вінницька область","BMW  X3","2017-07",3,62
"Вінницька область","BMW  X3","2017-08",5,62
"Вінницька область","BMW  X3","2017-09",3,62
"Вінницька область","BMW  X3","2017-10",8,62
"Вінницька область","BMW  X3","2017-11",10,62
"Вінницька область","BMW  X3","2017-12",7,62
"Вінницька область","BMW  X3","2018-01",3,62
"Вінницька область","CITROEN  BERLINGO","2017-01",2,65
"Вінницька область","CITROEN  BERLINGO","2017-02",2,65
"Вінницька область","CITROEN  BERLINGO","2017-03",7,65
"Вінницька область","CITROEN  BERLINGO","2017-04",6,65
"Вінницька область","CITROEN  BERLINGO","2017-05",4,65
"Вінницька область","CITROEN  BERLINGO","2017-06",7,65
"Вінницька область","CITROEN  BERLINGO","2017-07",4,65
"Вінницька область","CITROEN  BERLINGO","2017-08",8,65
"Вінницька область","CITROEN  BERLINGO","2017-09",5,65
"Вінницька область","CITROEN  BERLINGO","2017-10",5,65
"Вінницька область","CITROEN  BERLINGO","2017-11",4,65
"Вінницька область","CITROEN  BERLINGO","2017-12",5,65
"Вінницька область","CITROEN  BERLINGO","2018-01",5,65
"Вінницька область","CITROEN  BERLINGO","2018-02",1,65
"Вінницька область","DAF  FT XF 105.460","2017-01",2,51
"Вінницька область","DAF  FT XF 105.460","2017-02",8,51
"Вінницька область","DAF  FT XF 105.460","2017-03",8,51
"Вінницька область","DAF  FT XF 105.460","2017-04",3,51
"Вінницька область","DAF  FT XF 105.460","2017-05",6,51
"Вінницька область","DAF  FT XF 105.460","2017-06",1,51
"Вінницька область","DAF  FT XF 105.460","2017-07",6,51
"Вінницька область","DAF  FT XF 105.460","2017-08",1,51
"Вінницька область","DAF  FT XF 105.460","2017-09",2,51
"Вінницька область","DAF  FT XF 105.460","2017-10",2,51
"Вінницька область","DAF  FT XF 105.460","2017-12",2,51
"Вінницька область","DAF  FT XF 105.460","2018-01",6,51
"Вінницька область","DAF  FT XF 105.460","2018-02",4,51
"Вінницька область","DAF  XF 105.460","2017-01",11,122
"Вінницька область","DAF  XF 105.460","2017-02",8,122
"Вінницька область","DAF  XF 105.460","2017-03",10,122
"Вінницька область","DAF  XF 105.460","2017-04",13,122
"Вінницька область","DAF  XF 105.460","2017-05",14,122
"Вінницька область","DAF  XF 105.460","2017-06",8,122
"Вінницька область","DAF  XF 105.460","2017-07",7,122
"Вінницька область","DAF  XF 105.460","2017-08",8,122
"Вінницька область","DAF  XF 105.460","2017-09",4,122
"Вінницька область","DAF  XF 105.460","2017-10",7,122
"Вінницька область","DAF  XF 105.460","2017-11",3,122
"Вінницька область","DAF  XF 105.460","2017-12",5,122
"Вінницька область","DAF  XF 105.460","2018-01",7,122
"Вінницька область","DAF  XF 105.460","2018-02",16,122
"Вінницька область","FORD  FOCUS","2017-01",3,62
"Вінницька область","FORD  FOCUS","2017-02",4,62
"Вінницька область","FORD  FOCUS","2017-03",2,62
"Вінницька область","FORD  FOCUS","2017-04",1,62
"Вінницька область","FORD  FOCUS","2017-05",4,62
"Вінницька область","FORD  FOCUS","2017-06",4,62
"Вінницька область","FORD  FOCUS","2017-07",7,62
"Вінницька область","FORD  FOCUS","2017-08",3,62
"Вінницька область","FORD  FOCUS","2017-09",7,62
"Вінницька область","FORD  FOCUS","2017-10",3,62
"Вінницька область","FORD  FOCUS","2017-11",10,62
"Вінницька область","FORD  FOCUS","2017-12",4,62
"Вінницька область","FORD  FOCUS","2018-01",4,62
"Вінницька область","FORD  FOCUS","2018-02",6,62
"Вінницька область","FORD  TRANSIT","2017-01",3,94
"Вінницька область","FORD  TRANSIT","2017-02",3,94
"Вінницька область","FORD  TRANSIT","2017-03",11,94
"Вінницька область","FORD  TRANSIT","2017-04",8,94
"Вінницька область","FORD  TRANSIT","2017-05",14,94
"Вінницька область","FORD  TRANSIT","2017-06",4,94
"Вінницька область","FORD  TRANSIT","2017-07",5,94
"Вінницька область","FORD  TRANSIT","2017-08",3,94
"Вінницька область","FORD  TRANSIT","2017-09",9,94
"Вінницька область","FORD  TRANSIT","2017-10",5,94
"Вінницька область","FORD  TRANSIT","2017-11",9,94
"Вінницька область","FORD  TRANSIT","2017-12",10,94
"Вінницька область","FORD  TRANSIT","2018-01",7,94
"Вінницька область","FORD  TRANSIT","2018-02",3,94
"Вінницька область","HONDA  DIO","2017-01",1,164
"Вінницька область","HONDA  DIO","2017-03",17,164
"Вінницька область","HONDA  DIO","2017-04",19,164
"Вінницька область","HONDA  DIO","2017-05",22,164
"Вінницька область","HONDA  DIO","2017-06",19,164
"Вінницька область","HONDA  DIO","2017-07",20,164
"Вінницька область","HONDA  DIO","2017-08",23,164
"Вінницька область","HONDA  DIO","2017-09",12,164
"Вінницька область","HONDA  DIO","2017-10",19,164
"Вінницька область","HONDA  DIO","2017-11",3,164
"Вінницька область","HONDA  DIO","2017-12",1,164
"Вінницька область","HONDA  DIO","2018-01",5,164
"Вінницька область","HONDA  DIO","2018-02",3,164
"Вінницька область","INTERCARGO TRUCK  F15321","2017-12",20,71
"Вінницька область","INTERCARGO TRUCK  F15321","2018-01",41,71
"Вінницька область","INTERCARGO TRUCK  F15321","2018-02",10,71
"Вінницька область","KIA  SPORTAGE","2017-01",4,97
"Вінницька область","KIA  SPORTAGE","2017-02",7,97
"Вінницька область","KIA  SPORTAGE","2017-03",15,97
"Вінницька область","KIA  SPORTAGE","2017-04",8,97
"Вінницька область","KIA  SPORTAGE","2017-05",9,97
"Вінницька область","KIA  SPORTAGE","2017-06",2,97
"Вінницька область","KIA  SPORTAGE","2017-07",6,97
"Вінницька область","KIA  SPORTAGE","2017-08",5,97
"Вінницька область","KIA  SPORTAGE","2017-09",10,97
"Вінницька область","KIA  SPORTAGE","2017-10",2,97
"Вінницька область","KIA  SPORTAGE","2017-11",11,97
"Вінницька область","KIA  SPORTAGE","2017-12",6,97
"Вінницька область","KIA  SPORTAGE","2018-01",8,97
"Вінницька область","KIA  SPORTAGE","2018-02",3,97
"Вінницька область","NISSAN  LEAF","2017-01",4,73
"Вінницька область","NISSAN  LEAF","2017-02",3,73
"Вінницька область","NISSAN  LEAF","2017-03",1,73
"Вінницька область","NISSAN  LEAF","2017-04",1,73
"Вінницька область","NISSAN  LEAF","2017-05",7,73
"Вінницька область","NISSAN  LEAF","2017-06",4,73
"Вінницька область","NISSAN  LEAF","2017-07",3,73
"Вінницька область","NISSAN  LEAF","2017-08",8,73
"Вінницька область","NISSAN  LEAF","2017-09",15,73
"Вінницька область","NISSAN  LEAF","2017-10",5,73
"Вінницька область","NISSAN  LEAF","2017-11",6,73
"Вінницька область","NISSAN  LEAF","2017-12",4,73
"Вінницька область","NISSAN  LEAF","2018-01",5,73
"Вінницька область","NISSAN  LEAF","2018-02",6,73
"Вінницька область","NISSAN  QASHQAI","2017-01",4,81
"Вінницька область","NISSAN  QASHQAI","2017-02",2,81
"Вінницька область","NISSAN  QASHQAI","2017-03",7,81
"Вінницька область","NISSAN  QASHQAI","2017-04",12,81
"Вінницька область","NISSAN  QASHQAI","2017-05",3,81
"Вінницька область","NISSAN  QASHQAI","2017-06",9,81
"Вінницька область","NISSAN  QASHQAI","2017-07",2,81
"Вінницька область","NISSAN  QASHQAI","2017-08",6,81
"Вінницька область","NISSAN  QASHQAI","2017-09",5,81
"Вінницька область","NISSAN  QASHQAI","2017-10",5,81
"Вінницька область","NISSAN  QASHQAI","2017-11",4,81
"Вінницька область","NISSAN  QASHQAI","2017-12",7,81
"Вінницька область","NISSAN  QASHQAI","2018-01",13,81
"Вінницька область","NISSAN  QASHQAI","2018-02",2,81
"Вінницька область","NISSAN  X-TRAIL","2017-01",9,91
"Вінницька область","NISSAN  X-TRAIL","2017-02",7,91
"Вінницька область","NISSAN  X-TRAIL","2017-03",7,91
"Вінницька область","NISSAN  X-TRAIL","2017-04",4,91
"Вінницька область","NISSAN  X-TRAIL","2017-05",10,91
"Вінницька область","NISSAN  X-TRAIL","2017-06",4,91
"Вінницька область","NISSAN  X-TRAIL","2017-07",7,91
"Вінницька область","NISSAN  X-TRAIL","2017-08",3,91
"Вінницька область","NISSAN  X-TRAIL","2017-09",3,91
"Вінницька область","NISSAN  X-TRAIL","2017-10",6,91
"Вінницька область","NISSAN  X-TRAIL","2017-11",4,91
"Вінницька область","NISSAN  X-TRAIL","2017-12",13,91
"Вінницька область","NISSAN  X-TRAIL","2018-01",8,91
"Вінницька область","NISSAN  X-TRAIL","2018-02",6,91
"Вінницька область","OPEL  VIVARO","2017-01",6,73
"Вінницька область","OPEL  VIVARO","2017-02",8,73
"Вінницька область","OPEL  VIVARO","2017-03",6,73
"Вінницька область","OPEL  VIVARO","2017-04",4,73
"Вінницька область","OPEL  VIVARO","2017-05",7,73
"Вінницька область","OPEL  VIVARO","2017-06",5,73
"Вінницька область","OPEL  VIVARO","2017-07",4,73
"Вінницька область","OPEL  VIVARO","2017-08",5,73
"Вінницька область","OPEL  VIVARO","2017-09",2,73
"Вінницька область","OPEL  VIVARO","2017-10",6,73
"Вінницька область","OPEL  VIVARO","2017-11",3,73
"Вінницька область","OPEL  VIVARO","2017-12",7,73
"Вінницька область","OPEL  VIVARO","2018-01",6,73
"Вінницька область","OPEL  VIVARO","2018-02",4,73
"Вінницька область","PEUGEOT  PARTNER","2017-01",7,54
"Вінницька область","PEUGEOT  PARTNER","2017-02",2,54
"Вінницька область","PEUGEOT  PARTNER","2017-03",9,54
"Вінницька область","PEUGEOT  PARTNER","2017-04",2,54
"Вінницька область","PEUGEOT  PARTNER","2017-05",4,54
"Вінницька область","PEUGEOT  PARTNER","2017-06",3,54
"Вінницька область","PEUGEOT  PARTNER","2017-07",1,54
"Вінницька область","PEUGEOT  PARTNER","2017-08",6,54
"Вінницька область","PEUGEOT  PARTNER","2017-09",6,54
"Вінницька область","PEUGEOT  PARTNER","2017-10",2,54
"Вінницька область","PEUGEOT  PARTNER","2017-11",3,54
"Вінницька область","PEUGEOT  PARTNER","2017-12",3,54
"Вінницька область","PEUGEOT  PARTNER","2018-01",4,54
"Вінницька область","PEUGEOT  PARTNER","2018-02",2,54
"Вінницька область","RENAULT  CLIO","2017-01",3,72
"Вінницька область","RENAULT  CLIO","2017-02",3,72
"Вінницька область","RENAULT  CLIO","2017-03",4,72
"Вінницька область","RENAULT  CLIO","2017-04",1,72
"Вінницька область","RENAULT  CLIO","2017-05",4,72
"Вінницька область","RENAULT  CLIO","2017-06",7,72
"Вінницька область","RENAULT  CLIO","2017-07",16,72
"Вінницька область","RENAULT  CLIO","2017-08",2,72
"Вінницька область","RENAULT  CLIO","2017-09",4,72
"Вінницька область","RENAULT  CLIO","2017-10",4,72
"Вінницька область","RENAULT  CLIO","2017-11",11,72
"Вінницька область","RENAULT  CLIO","2017-12",2,72
"Вінницька область","RENAULT  CLIO","2018-01",4,72
"Вінницька область","RENAULT  CLIO","2018-02",5,72
"Вінницька область","RENAULT  DUSTER","2017-01",1,117
"Вінницька область","RENAULT  DUSTER","2017-02",10,117
"Вінницька область","RENAULT  DUSTER","2017-03",13,117
"Вінницька область","RENAULT  DUSTER","2017-04",14,117
"Вінницька область","RENAULT  DUSTER","2017-05",4,117
"Вінницька область","RENAULT  DUSTER","2017-06",2,117
"Вінницька область","RENAULT  DUSTER","2017-07",4,117
"Вінницька область","RENAULT  DUSTER","2017-08",8,117
"Вінницька область","RENAULT  DUSTER","2017-09",7,117
"Вінницька область","RENAULT  DUSTER","2017-10",8,117
"Вінницька область","RENAULT  DUSTER","2017-11",11,117
"Вінницька область","RENAULT  DUSTER","2017-12",18,117
"Вінницька область","RENAULT  DUSTER","2018-01",11,117
"Вінницька область","RENAULT  DUSTER","2018-02",6,117
"Вінницька область","RENAULT  KANGOO","2017-01",9,128
"Вінницька область","RENAULT  KANGOO","2017-02",8,128
"Вінницька область","RENAULT  KANGOO","2017-03",12,128
"Вінницька область","RENAULT  KANGOO","2017-04",13,128
"Вінницька область","RENAULT  KANGOO","2017-05",13,128
"Вінницька область","RENAULT  KANGOO","2017-06",11,128
"Вінницька область","RENAULT  KANGOO","2017-07",12,128
"Вінницька область","RENAULT  KANGOO","2017-08",10,128
"Вінницька область","RENAULT  KANGOO","2017-09",6,128
"Вінницька область","RENAULT  KANGOO","2017-10",8,128
"Вінницька область","RENAULT  KANGOO","2017-11",9,128
"Вінницька область","RENAULT  KANGOO","2017-12",7,128
"Вінницька область","RENAULT  KANGOO","2018-01",4,128
"Вінницька область","RENAULT  KANGOO","2018-02",6,128
"Вінницька область","RENAULT  LOGAN","2017-01",5,80
"Вінницька область","RENAULT  LOGAN","2017-02",5,80
"Вінницька область","RENAULT  LOGAN","2017-03",6,80
"Вінницька область","RENAULT  LOGAN","2017-04",4,80
"Вінницька область","RENAULT  LOGAN","2017-05",6,80
"Вінницька область","RENAULT  LOGAN","2017-06",8,80
"Вінницька область","RENAULT  LOGAN","2017-07",6,80
"Вінницька область","RENAULT  LOGAN","2017-08",9,80
"Вінницька область","RENAULT  LOGAN","2017-09",6,80
"Вінницька область","RENAULT  LOGAN","2017-10",12,80
"Вінницька область","RENAULT  LOGAN","2017-11",2,80
"Вінницька область","RENAULT  LOGAN","2017-12",7,80
"Вінницька область","RENAULT  LOGAN","2018-01",1,80
"Вінницька область","RENAULT  LOGAN","2018-02",2,80
"Вінницька область","RENAULT  MASTER","2017-01",7,101
"Вінницька область","RENAULT  MASTER","2017-02",5,101
"Вінницька область","RENAULT  MASTER","2017-03",8,101
"Вінницька область","RENAULT  MASTER","2017-04",13,101
"Вінницька область","RENAULT  MASTER","2017-05",5,101
"Вінницька область","RENAULT  MASTER","2017-06",7,101
"Вінницька область","RENAULT  MASTER","2017-07",8,101
"Вінницька область","RENAULT  MASTER","2017-08",7,101
"Вінницька область","RENAULT  MASTER","2017-09",10,101
"Вінницька область","RENAULT  MASTER","2017-10",11,101
"Вінницька область","RENAULT  MASTER","2017-11",6,101
"Вінницька область","RENAULT  MASTER","2017-12",6,101
"Вінницька область","RENAULT  MASTER","2018-01",4,101
"Вінницька область","RENAULT  MASTER","2018-02",4,101
"Вінницька область","RENAULT  MEGANE","2017-01",18,447
"Вінницька область","RENAULT  MEGANE","2017-02",29,447
"Вінницька область","RENAULT  MEGANE","2017-03",36,447
"Вінницька область","RENAULT  MEGANE","2017-04",32,447
"Вінницька область","RENAULT  MEGANE","2017-05",24,447
"Вінницька область","RENAULT  MEGANE","2017-06",24,447
"Вінницька область","RENAULT  MEGANE","2017-07",35,447
"Вінницька область","RENAULT  MEGANE","2017-08",38,447
"Вінницька область","RENAULT  MEGANE","2017-09",37,447
"Вінницька область","RENAULT  MEGANE","2017-10",34,447
"Вінницька область","RENAULT  MEGANE","2017-11",45,447
"Вінницька область","RENAULT  MEGANE","2017-12",38,447
"Вінницька область","RENAULT  MEGANE","2018-01",23,447
"Вінницька область","RENAULT  MEGANE","2018-02",30,447
"Вінницька область","RENAULT  MEGANE SCENIC","2017-01",1,77
"Вінницька область","RENAULT  MEGANE SCENIC","2017-03",2,77
"Вінницька область","RENAULT  MEGANE SCENIC","2017-04",5,77
"Вінницька область","RENAULT  MEGANE SCENIC","2017-05",3,77
"Вінницька область","RENAULT  MEGANE SCENIC","2017-06",4,77
"Вінницька область","RENAULT  MEGANE SCENIC","2017-07",4,77
"Вінницька область","RENAULT  MEGANE SCENIC","2017-08",6,77
"Вінницька область","RENAULT  MEGANE SCENIC","2017-09",8,77
"Вінницька область","RENAULT  MEGANE SCENIC","2017-10",5,77
"Вінницька область","RENAULT  MEGANE SCENIC","2017-11",14,77
"Вінницька область","RENAULT  MEGANE SCENIC","2017-12",5,77
"Вінницька область","RENAULT  MEGANE SCENIC","2018-01",7,77
"Вінницька область","RENAULT  MEGANE SCENIC","2018-02",13,77
"Вінницька область","RENAULT  TRAFIC","2017-02",13,93
"Вінницька область","RENAULT  TRAFIC","2017-03",9,93
"Вінницька область","RENAULT  TRAFIC","2017-04",4,93
"Вінницька область","RENAULT  TRAFIC","2017-05",5,93
"Вінницька область","RENAULT  TRAFIC","2017-06",6,93
"Вінницька область","RENAULT  TRAFIC","2017-07",7,93
"Вінницька область","RENAULT  TRAFIC","2017-08",10,93
"Вінницька область","RENAULT  TRAFIC","2017-09",9,93
"Вінницька область","RENAULT  TRAFIC","2017-10",3,93
"Вінницька область","RENAULT  TRAFIC","2017-11",5,93
"Вінницька область","RENAULT  TRAFIC","2017-12",6,93
"Вінницька область","RENAULT  TRAFIC","2018-01",6,93
"Вінницька область","RENAULT  TRAFIC","2018-02",9,93
"Вінницька область","SKODA  FABIA","2017-01",2,85
"Вінницька область","SKODA  FABIA","2017-02",1,85
"Вінницька область","SKODA  FABIA","2017-03",2,85
"Вінницька область","SKODA  FABIA","2017-04",4,85
"Вінницька область","SKODA  FABIA","2017-05",10,85
"Вінницька область","SKODA  FABIA","2017-06",8,85
"Вінницька область","SKODA  FABIA","2017-07",3,85
"Вінницька область","SKODA  FABIA","2017-08",9,85
"Вінницька область","SKODA  FABIA","2017-09",11,85
"Вінницька область","SKODA  FABIA","2017-10",8,85
"Вінницька область","SKODA  FABIA","2017-11",6,85
"Вінницька область","SKODA  FABIA","2017-12",9,85
"Вінницька область","SKODA  FABIA","2018-01",3,85
"Вінницька область","SKODA  FABIA","2018-02",8,85
"Вінницька область","SKODA  OCTAVIA","2017-01",3,111
"Вінницька область","SKODA  OCTAVIA","2017-02",7,111
"Вінницька область","SKODA  OCTAVIA","2017-03",6,111
"Вінницька область","SKODA  OCTAVIA","2017-04",6,111
"Вінницька область","SKODA  OCTAVIA","2017-05",7,111
"Вінницька область","SKODA  OCTAVIA","2017-06",14,111
"Вінницька область","SKODA  OCTAVIA","2017-07",10,111
"Вінницька область","SKODA  OCTAVIA","2017-08",9,111
"Вінницька область","SKODA  OCTAVIA","2017-09",11,111
"Вінницька область","SKODA  OCTAVIA","2017-10",5,111
"Вінницька область","SKODA  OCTAVIA","2017-11",8,111
"Вінницька область","SKODA  OCTAVIA","2017-12",8,111
"Вінницька область","SKODA  OCTAVIA","2018-01",5,111
"Вінницька область","SKODA  OCTAVIA","2018-02",10,111
"Вінницька область","SKODA  SUPERB","2017-01",2,53
"Вінницька область","SKODA  SUPERB","2017-02",8,53
"Вінницька область","SKODA  SUPERB","2017-03",3,53
"Вінницька область","SKODA  SUPERB","2017-04",6,53
"Вінницька область","SKODA  SUPERB","2017-05",1,53
"Вінницька область","SKODA  SUPERB","2017-06",3,53
"Вінницька область","SKODA  SUPERB","2017-07",4,53
"Вінницька область","SKODA  SUPERB","2017-08",4,53
"Вінницька область","SKODA  SUPERB","2017-09",3,53
"Вінницька область","SKODA  SUPERB","2017-10",4,53
"Вінницька область","SKODA  SUPERB","2017-11",2,53
"Вінницька область","SKODA  SUPERB","2017-12",5,53
"Вінницька область","SKODA  SUPERB","2018-01",6,53
"Вінницька область","SKODA  SUPERB","2018-02",2,53
"Вінницька область","TOYOTA  CAMRY","2017-01",2,81
"Вінницька область","TOYOTA  CAMRY","2017-02",1,81
"Вінницька область","TOYOTA  CAMRY","2017-03",3,81
"Вінницька область","TOYOTA  CAMRY","2017-04",2,81
"Вінницька область","TOYOTA  CAMRY","2017-05",5,81
"Вінницька область","TOYOTA  CAMRY","2017-06",4,81
"Вінницька область","TOYOTA  CAMRY","2017-07",9,81
"Вінницька область","TOYOTA  CAMRY","2017-08",8,81
"Вінницька область","TOYOTA  CAMRY","2017-09",7,81
"Вінницька область","TOYOTA  CAMRY","2017-10",7,81
"Вінницька область","TOYOTA  CAMRY","2017-11",7,81
"Вінницька область","TOYOTA  CAMRY","2017-12",2,81
"Вінницька область","TOYOTA  CAMRY","2018-01",8,81
"Вінницька область","TOYOTA  CAMRY","2018-02",11,81
"Вінницька область","TOYOTA  RAV4","2017-01",4,88
"Вінницька область","TOYOTA  RAV4","2017-03",7,88
"Вінницька область","TOYOTA  RAV4","2017-04",7,88
"Вінницька область","TOYOTA  RAV4","2017-05",6,88
"Вінницька область","TOYOTA  RAV4","2017-06",6,88
"Вінницька область","TOYOTA  RAV4","2017-07",3,88
"Вінницька область","TOYOTA  RAV4","2017-08",7,88
"Вінницька область","TOYOTA  RAV4","2017-09",8,88
"Вінницька область","TOYOTA  RAV4","2017-10",6,88
"Вінницька область","TOYOTA  RAV4","2017-11",11,88
"Вінницька область","TOYOTA  RAV4","2017-12",8,88
"Вінницька область","TOYOTA  RAV4","2018-01",8,88
"Вінницька область","TOYOTA  RAV4","2018-02",5,88
"Вінницька область","VOLKSWAGEN  CADDY","2017-01",6,127
"Вінницька область","VOLKSWAGEN  CADDY","2017-02",4,127
"Вінницька область","VOLKSWAGEN  CADDY","2017-03",10,127
"Вінницька область","VOLKSWAGEN  CADDY","2017-04",10,127
"Вінницька область","VOLKSWAGEN  CADDY","2017-05",6,127
"Вінницька область","VOLKSWAGEN  CADDY","2017-06",6,127
"Вінницька область","VOLKSWAGEN  CADDY","2017-07",9,127
"Вінницька область","VOLKSWAGEN  CADDY","2017-08",13,127
"Вінницька область","VOLKSWAGEN  CADDY","2017-09",6,127
"Вінницька область","VOLKSWAGEN  CADDY","2017-10",8,127
"Вінницька область","VOLKSWAGEN  CADDY","2017-11",7,127
"Вінницька область","VOLKSWAGEN  CADDY","2017-12",21,127
"Вінницька область","VOLKSWAGEN  CADDY","2018-01",8,127
"Вінницька область","VOLKSWAGEN  CADDY","2018-02",13,127
"Вінницька область","VOLKSWAGEN  GOLF","2017-01",3,91
"Вінницька область","VOLKSWAGEN  GOLF","2017-02",1,91
"Вінницька область","VOLKSWAGEN  GOLF","2017-03",6,91
"Вінницька область","VOLKSWAGEN  GOLF","2017-04",7,91
"Вінницька область","VOLKSWAGEN  GOLF","2017-05",6,91
"Вінницька область","VOLKSWAGEN  GOLF","2017-06",6,91
"Вінницька область","VOLKSWAGEN  GOLF","2017-07",6,91
"Вінницька область","VOLKSWAGEN  GOLF","2017-08",11,91
"Вінницька область","VOLKSWAGEN  GOLF","2017-09",7,91
"Вінницька область","VOLKSWAGEN  GOLF","2017-10",10,91
"Вінницька область","VOLKSWAGEN  GOLF","2017-11",6,91
"Вінницька область","VOLKSWAGEN  GOLF","2017-12",9,91
"Вінницька область","VOLKSWAGEN  GOLF","2018-01",7,91
"Вінницька область","VOLKSWAGEN  GOLF","2018-02",5,91
"Вінницька область","VOLKSWAGEN  PASSAT","2017-01",4,176
"Вінницька область","VOLKSWAGEN  PASSAT","2017-02",9,176
"Вінницька область","VOLKSWAGEN  PASSAT","2017-03",14,176
"Вінницька область","VOLKSWAGEN  PASSAT","2017-04",11,176
"Вінницька область","VOLKSWAGEN  PASSAT","2017-05",12,176
"Вінницька область","VOLKSWAGEN  PASSAT","2017-06",14,176
"Вінницька область","VOLKSWAGEN  PASSAT","2017-07",16,176
"Вінницька область","VOLKSWAGEN  PASSAT","2017-08",10,176
"Вінницька область","VOLKSWAGEN  PASSAT","2017-09",12,176
"Вінницька область","VOLKSWAGEN  PASSAT","2017-10",18,176
"Вінницька область","VOLKSWAGEN  PASSAT","2017-11",15,176
"Вінницька область","VOLKSWAGEN  PASSAT","2017-12",21,176
"Вінницька область","VOLKSWAGEN  PASSAT","2018-01",8,176
"Вінницька область","VOLKSWAGEN  PASSAT","2018-02",12,176
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2017-01",3,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2017-02",5,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2017-03",8,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2017-04",6,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2017-05",1,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2017-06",7,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2017-07",5,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2017-08",3,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2017-09",4,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2017-10",3,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2017-11",6,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2017-12",7,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2018-01",4,65
"Вінницька область","VOLKSWAGEN  TRANSPORTER","2018-02",2,65
"Вінницька область","АМС  500 СТАРКОНЬ","2017-01",14,294
"Вінницька область","АМС  500 СТАРКОНЬ","2017-02",1,294
"Вінницька область","АМС  500 СТАРКОНЬ","2017-03",16,294
"Вінницька область","АМС  500 СТАРКОНЬ","2017-04",38,294
"Вінницька область","АМС  500 СТАРКОНЬ","2017-05",20,294
"Вінницька область","АМС  500 СТАРКОНЬ","2017-06",13,294
"Вінницька область","АМС  500 СТАРКОНЬ","2017-07",10,294
"Вінницька область","АМС  500 СТАРКОНЬ","2017-08",16,294
"Вінницька область","АМС  500 СТАРКОНЬ","2017-09",24,294
"Вінницька область","АМС  500 СТАРКОНЬ","2017-10",20,294
"Вінницька область","АМС  500 СТАРКОНЬ","2017-11",27,294
"Вінницька область","АМС  500 СТАРКОНЬ","2017-12",28,294
"Вінницька область","АМС  500 СТАРКОНЬ","2018-01",28,294
"Вінницька область","АМС  500 СТАРКОНЬ","2018-02",33,294
"Вінницька область","ПГМФ  830410","2017-01",5,113
"Вінницька область","ПГМФ  830410","2017-02",3,113
"Вінницька область","ПГМФ  830410","2017-03",11,113
"Вінницька область","ПГМФ  830410","2017-04",7,113
"Вінницька область","ПГМФ  830410","2017-05",6,113
"Вінницька область","ПГМФ  830410","2017-06",13,113
"Вінницька область","ПГМФ  830410","2017-07",3,113
"Вінницька область","ПГМФ  830410","2017-08",16,113
"Вінницька область","ПГМФ  830410","2017-09",10,113
"Вінницька область","ПГМФ  830410","2017-10",10,113
"Вінницька область","ПГМФ  830410","2017-11",14,113
"Вінницька область","ПГМФ  830410","2017-12",7,113
"Вінницька область","ПГМФ  830410","2018-01",3,113
"Вінницька область","ПГМФ  830410","2018-02",5,113
"Волинська область","AUDI  A6","2017-01",2,54
"Волинська область","AUDI  A6","2017-02",3,54
"Волинська область","AUDI  A6","2017-03",4,54
"Волинська область","AUDI  A6","2017-04",5,54
"Волинська область","AUDI  A6","2017-05",5,54
"Волинська область","AUDI  A6","2017-06",4,54
"Волинська область","AUDI  A6","2017-07",3,54
"Волинська область","AUDI  A6","2017-08",5,54
"Волинська область","AUDI  A6","2017-09",5,54
"Волинська область","AUDI  A6","2017-10",2,54
"Волинська область","AUDI  A6","2017-11",6,54
"Волинська область","AUDI  A6","2017-12",4,54
"Волинська область","AUDI  A6","2018-01",3,54
"Волинська область","AUDI  A6","2018-02",3,54
"Волинська область","CITROEN  BERLINGO","2017-01",3,106
"Волинська область","CITROEN  BERLINGO","2017-02",4,106
"Волинська область","CITROEN  BERLINGO","2017-03",4,106
"Волинська область","CITROEN  BERLINGO","2017-04",6,106
"Волинська область","CITROEN  BERLINGO","2017-05",11,106
"Волинська область","CITROEN  BERLINGO","2017-06",4,106
"Волинська область","CITROEN  BERLINGO","2017-07",11,106
"Волинська область","CITROEN  BERLINGO","2017-08",10,106
"Волинська область","CITROEN  BERLINGO","2017-09",11,106
"Волинська область","CITROEN  BERLINGO","2017-10",7,106
"Волинська область","CITROEN  BERLINGO","2017-11",14,106
"Волинська область","CITROEN  BERLINGO","2017-12",9,106
"Волинська область","CITROEN  BERLINGO","2018-01",9,106
"Волинська область","CITROEN  BERLINGO","2018-02",3,106
"Волинська область","CITROEN  C5","2017-01",1,65
